"Year","Age","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus (HIV) disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2002,"90 years and over","Rank of leading causes of death",35,35,31,35,35,35,14,35,35,35,35,29,35,35,2,16,17,9,21,32,12,6,1,13,3,10,15,5,24,4,32,11,18,29,20,25,19,8,26,23,0,0,35,28,7,22,32,35,35,26,0
2003,"All ages","Number of deaths",0,0,51,0,0,6,738,4,0,0,0,259,373,0,34701,739,210,3991,88,28,928,1631,27950,448,6332,609,1136,2176,13,5468,70,556,193,22,102,1539,155,1723,31,58,0,0,552,461,5451,2903,326,6,0,88,12790
2003,"All ages","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0.2,0.3,0,30.2,0.6,0.2,3.5,0.1,0,0.8,1.4,24.3,0.4,5.5,0.5,1,1.9,0,4.8,0.1,0.5,0.2,0,0.1,1.3,0.1,1.5,0,0.1,0,0,0.5,0.4,4.7,2.5,0.3,0,0,0.1,11.1
2003,"All ages","Age-specific mortality rate per 100,000 population",0,0,0.3,0,0,0,4.7,0,0,0,0,1.7,2.4,0,221.3,4.7,1.3,25.5,0.6,0.2,5.9,10.4,178.3,2.9,40.4,3.9,7.2,13.9,0.1,34.9,0.4,3.5,1.2,0.1,0.7,9.8,1,11,0.2,0.4,0,0,3.5,2.9,34.8,18.5,2.1,0,0,0.6,81.6
2003,"All ages","Rank of leading causes of death",40,40,32,40,40,37,15,39,40,40,40,23,21,40,1,14,24,6,28,34,13,10,2,20,3,16,12,8,36,4,30,17,25,35,27,11,26,9,33,31,0,0,18,19,5,7,22,37,40,28,0
2003,"1 to 14 years","Number of deaths",0,0,1,0,0,2,3,0,0,0,0,0,0,0,75,7,6,3,0,5,0,0,21,0,0,0,1,11,3,3,0,7,0,0,0,1,0,0,0,0,0,0,4,35,166,19,11,0,0,0,99
2003,"1 to 14 years","Percentage of deaths",0,0,0.2,0,0,0.4,0.6,0,0,0,0,0,0,0,15.5,1.4,1.2,0.6,0,1,0,0,4.3,0,0,0,0.2,2.3,0.6,0.6,0,1.4,0,0,0,0.2,0,0,0,0,0,0,0.8,7.2,34.4,3.9,2.3,0,0,0,20.5
2003,"1 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,2.7,0.3,0.2,0.1,0,0.2,0,0,0.8,0,0,0,0,0.4,0.1,0.1,0,0.3,0,0,0,0,0,0,0,0,0,0,0.1,1.3,6,0.7,0.4,0,0,0,3.5
2003,"1 to 14 years","Rank of leading causes of death",21,21,18,21,21,17,13,21,21,21,21,21,21,21,2,8,10,13,21,11,21,21,4,21,21,21,18,6,13,13,21,8,21,21,21,18,21,21,21,21,0,0,12,3,1,5,6,21,21,21,0
2003,"1 to 4 years","Number of deaths",0,0,0,0,0,2,2,0,0,0,0,0,0,0,17,3,3,1,0,2,0,0,10,0,0,0,0,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,3,16,49,0,3,0,0,0,49
2003,"1 to 4 years","Percentage of deaths",0,0,0,0,0,1.1,1.1,0,0,0,0,0,0,0,9.8,1.7,1.7,0.6,0,1.1,0,0,5.7,0,0,0,0,4.6,1.1,0,0,2.3,0,0,0,0,0,0,0,0,0,0,1.7,9.2,28.2,0,1.7,0,0,0,28.2
2003,"1 to 4 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,2.4,0.4,0.4,0.1,0,0.3,0,0,1.4,0,0,0,0,1.1,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.4,2.3,7,0,0.4,0,0,0,7
2003,"1 to 4 years","Rank of leading causes of death",16,16,16,16,16,11,11,16,16,16,16,16,16,16,2,7,7,15,16,11,16,16,4,16,16,16,16,5,11,16,16,6,16,16,16,16,16,16,16,16,0,0,7,3,1,16,7,16,16,16,0
2003,"5 to 9 years","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,2,3,1,0,1,0,0,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,6,45,0,3,0,0,0,24
2003,"5 to 9 years","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,26.6,1.6,2.3,0.8,0,0.8,0,0,1.6,0,0,0,0,1.6,0,0.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0.8,4.7,35.2,0,2.3,0,0,0,18.8
2003,"5 to 9 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.4,0.2,0.3,0.1,0,0.1,0,0,0.2,0,0,0,0,0.2,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.6,4.5,0,0.3,0,0,0,2.4
2003,"5 to 9 years","Rank of leading causes of death",15,15,15,15,15,15,10,15,15,15,15,15,15,15,2,6,4,10,15,10,15,15,6,15,15,15,15,6,15,10,15,6,15,15,15,15,15,15,15,15,0,0,10,3,1,15,4,15,15,15,0
2003,"10 to 14 years","Number of deaths",0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,2,0,0,9,0,0,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,13,72,19,5,0,0,0,26
2003,"10 to 14 years","Percentage of deaths",0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,13.3,1.1,0,0.6,0,1.1,0,0,5,0,0,0,0.6,0.6,0.6,1.1,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,7.2,39.8,10.5,2.8,0,0,0,14.4
2003,"10 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2.2,0.2,0,0.1,0,0.2,0,0,0.8,0,0,0,0.1,0.1,0.1,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,1.2,6.6,1.7,0.5,0,0,0,2.4
2003,"10 to 14 years","Rank of leading causes of death",17,17,10,17,17,17,17,17,17,17,17,17,17,17,2,7,17,10,17,7,17,17,5,17,17,17,10,10,10,7,17,10,17,17,17,10,17,17,17,17,0,0,17,4,1,3,6,17,17,17,0
2003,"15 to 24","Number of deaths",0,0,0,0,0,2,3,0,0,0,0,2,2,0,103,1,1,4,0,1,0,0,38,0,4,0,2,6,0,2,0,7,0,1,0,0,0,2,0,0,0,0,0,24,745,409,102,2,0,3,203
2003,"15 to 24","Percentage of deaths",0,0,0,0,0,0.1,0.2,0,0,0,0,0.1,0.1,0,6.2,0.1,0.1,0.2,0,0.1,0,0,2.3,0,0.2,0,0.1,0.4,0,0.1,0,0.4,0,0.1,0,0,0,0.1,0,0,0,0,0,1.4,44.6,24.5,6.1,0.1,0,0.2,12.2
2003,"15 to 24","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0,4.7,0,0,0.2,0,0,0,0,1.7,0,0.2,0,0.1,0.3,0,0.1,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,1.1,33.7,18.5,4.6,0.1,0,0.1,9.2
2003,"15 to 24","Rank of leading causes of death",24,24,24,24,24,13,11,24,24,24,24,13,13,24,3,20,20,9,24,20,24,24,5,24,9,24,13,8,24,13,24,7,24,20,24,24,24,13,24,24,0,0,24,6,1,2,4,13,24,11,0
2003,"15 to 19 years","Number of deaths",0,0,0,0,0,2,2,0,0,0,0,1,0,0,50,0,0,2,0,0,0,0,8,0,3,0,0,5,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,11,329,161,31,1,0,3,85
2003,"15 to 19 years","Percentage of deaths",0,0,0,0,0,0.3,0.3,0,0,0,0,0.1,0,0,7.2,0,0,0.3,0,0,0,0,1.1,0,0.4,0,0,0.7,0,0.1,0,0.3,0,0.1,0,0,0,0.1,0,0,0,0,0,1.6,47.1,23,4.4,0.1,0,0.4,12.2
2003,"15 to 19 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.2,0.2,0,0,0,0,0.1,0,0,4.6,0,0,0.2,0,0,0,0,0.7,0,0.3,0,0,0.5,0,0.1,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,1,30.2,14.8,2.8,0.1,0,0.3,7.8
2003,"15 to 19 years","Rank of leading causes of death",19,19,19,19,19,10,10,19,19,19,19,14,19,19,3,19,19,10,19,19,19,19,6,19,8,19,19,7,19,14,19,10,19,14,19,19,19,14,19,19,0,0,19,5,1,2,4,14,19,8,0
2003,"20 to 24 years","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,1,2,0,53,1,1,2,0,1,0,0,30,0,1,0,2,1,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,13,416,248,71,1,0,0,118
2003,"20 to 24 years","Percentage of deaths",0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.2,0,5.5,0.1,0.1,0.2,0,0.1,0,0,3.1,0,0.1,0,0.2,0.1,0,0.1,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,1.3,42.9,25.6,7.3,0.1,0,0,12.2
2003,"20 to 24 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0.1,0.2,0,4.7,0.1,0.1,0.2,0,0.1,0,0,2.7,0,0.1,0,0.2,0.1,0,0.1,0,0.4,0,0,0,0,0,0.1,0,0,0,0,0,1.2,37.1,22.1,6.3,0.1,0,0,10.5
2003,"20 to 24 years","Rank of leading causes of death",21,21,21,21,21,21,11,21,21,21,21,11,8,21,4,11,11,8,21,11,21,21,5,21,11,21,8,11,21,11,21,7,21,21,21,21,21,11,21,21,0,0,21,6,1,2,3,11,21,21,0
2003,"25 to 34 years","Number of deaths",0,0,1,0,0,0,3,0,0,0,0,3,31,0,162,12,4,17,0,1,0,0,105,1,11,0,7,9,0,10,0,3,2,0,0,13,0,8,0,0,0,0,0,22,609,426,61,2,0,2,296
2003,"25 to 34 years","Percentage of deaths",0,0,0.1,0,0,0,0.2,0,0,0,0,0.2,1.7,0,8.9,0.7,0.2,0.9,0,0.1,0,0,5.8,0.1,0.6,0,0.4,0.5,0,0.5,0,0.2,0.1,0,0,0.7,0,0.4,0,0,0,0,0,1.2,33.4,23.4,3.3,0.1,0,0.1,16.3
2003,"25 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0.1,1.4,0,7.4,0.5,0.2,0.8,0,0,0,0,4.8,0,0.5,0,0.3,0.4,0,0.5,0,0.1,0.1,0,0,0.6,0,0.4,0,0,0,0,0,1,27.6,19.3,2.8,0.1,0,0.1,13.4
2003,"25 to 34 years","Rank of leading causes of death",26,26,23,26,26,26,17,26,26,26,26,17,6,26,3,10,16,8,26,23,26,26,4,23,11,26,15,13,26,12,26,17,20,26,26,9,26,14,26,26,0,0,26,7,1,2,5,20,26,20,0
2003,"25 to 29 years","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,4,0,55,3,3,6,0,0,0,0,38,0,4,0,3,4,0,7,0,2,0,0,0,5,0,1,0,0,0,0,0,14,315,197,36,0,0,1,129
2003,"25 to 29 years","Percentage of deaths",0,0,0,0,0,0,0.1,0,0,0,0,0,0.5,0,6.6,0.4,0.4,0.7,0,0,0,0,4.6,0,0.5,0,0.4,0.5,0,0.8,0,0.2,0,0,0,0.6,0,0.1,0,0,0,0,0,1.7,38,23.8,4.3,0,0,0.1,15.6
2003,"25 to 29 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.4,0,5.1,0.3,0.3,0.6,0,0,0,0,3.5,0,0.4,0,0.3,0.4,0,0.7,0,0.2,0,0,0,0.5,0,0.1,0,0,0,0,0,1.3,29.3,18.3,3.3,0,0,0.1,12
2003,"25 to 29 years","Rank of leading causes of death",20,20,20,20,20,20,17,20,20,20,20,20,10,20,3,13,13,8,20,20,20,20,4,20,10,20,13,10,20,7,20,16,20,20,20,9,20,17,20,20,0,0,20,6,1,2,5,20,20,17,0
2003,"30 to 34 years","Number of deaths",0,0,1,0,0,0,2,0,0,0,0,3,27,0,107,9,1,11,0,1,0,0,67,1,7,0,4,5,0,3,0,1,2,0,0,8,0,7,0,0,0,0,0,8,294,229,25,2,0,1,167
2003,"30 to 34 years","Percentage of deaths",0,0,0.1,0,0,0,0.2,0,0,0,0,0.3,2.7,0,10.8,0.9,0.1,1.1,0,0.1,0,0,6.7,0.1,0.7,0,0.4,0.5,0,0.3,0,0.1,0.2,0,0,0.8,0,0.7,0,0,0,0,0,0.8,29.6,23.1,2.5,0.2,0,0.1,16.8
2003,"30 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0.3,2.4,0,9.5,0.8,0.1,1,0,0.1,0,0,5.9,0.1,0.6,0,0.4,0.4,0,0.3,0,0.1,0.2,0,0,0.7,0,0.6,0,0,0,0,0,0.7,26.1,20.3,2.2,0.2,0,0.1,14.8
2003,"30 to 34 years","Rank of leading causes of death",26,26,20,26,26,26,17,26,26,26,26,15,5,26,3,8,20,7,26,20,26,26,4,20,11,26,14,13,26,15,26,20,17,26,26,9,26,11,26,26,0,0,26,9,1,2,6,17,26,20,0
2003,"35 to 44 years","Number of deaths",0,0,1,0,0,0,19,1,0,0,0,20,151,0,689,27,3,70,0,3,0,0,537,4,75,2,13,34,0,17,1,5,6,0,2,83,1,15,1,0,0,0,0,25,784,700,69,1,0,1,647
2003,"35 to 44 years","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0.5,3.8,0,17.2,0.7,0.1,1.7,0,0.1,0,0,13.4,0.1,1.9,0,0.3,0.8,0,0.4,0,0.1,0.1,0,0,2.1,0,0.4,0,0,0,0,0,0.6,19.6,17.5,1.7,0,0,0,16.1
2003,"35 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.7,0,0,0,0,0.8,5.8,0,26.3,1,0.1,2.7,0,0.1,0,0,20.5,0.2,2.9,0.1,0.5,1.3,0,0.6,0,0.2,0.2,0,0.1,3.2,0,0.6,0,0,0,0,0,1,30,26.8,2.6,0,0,0,24.7
2003,"35 to 44 years","Rank of leading causes of death",32,32,25,32,32,32,14,25,32,32,32,13,5,32,3,11,21,8,32,21,32,32,4,20,7,23,17,10,32,15,25,19,18,32,23,6,25,16,25,32,0,0,32,12,1,2,9,25,32,25,0
2003,"35 to 39 years","Number of deaths",0,0,1,0,0,0,6,1,0,0,0,6,69,0,223,14,2,19,0,2,0,0,163,0,26,1,8,8,0,4,0,3,1,0,1,23,1,4,0,0,0,0,0,13,374,343,32,1,0,0,243
2003,"35 to 39 years","Percentage of deaths",0,0,0.1,0,0,0,0.4,0.1,0,0,0,0.4,4.3,0,14,0.9,0.1,1.2,0,0.1,0,0,10.2,0,1.6,0.1,0.5,0.5,0,0.3,0,0.2,0.1,0,0.1,1.4,0.1,0.3,0,0,0,0,0,0.8,23.5,21.5,2,0.1,0,0,15.3
2003,"35 to 39 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.5,0.1,0,0,0,0.5,5.5,0,17.8,1.1,0.2,1.5,0,0.2,0,0,13,0,2.1,0.1,0.6,0.6,0,0.3,0,0.2,0.1,0,0.1,1.8,0.1,0.3,0,0,0,0,0,1,29.9,27.4,2.6,0.1,0,0,19.4
2003,"35 to 39 years","Rank of leading causes of death",28,28,21,28,28,28,14,21,28,28,28,14,5,28,3,10,19,9,28,19,28,28,4,28,7,21,12,12,28,16,28,18,21,28,21,8,21,16,28,28,0,0,28,11,1,2,6,21,28,28,0
2003,"40 to 44 years","Number of deaths",0,0,0,0,0,0,13,0,0,0,0,14,82,0,466,13,1,51,0,1,0,0,374,4,49,1,5,26,0,13,1,2,5,0,1,60,0,11,1,0,0,0,0,12,410,357,37,0,0,1,404
2003,"40 to 44 years","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0.6,3.4,0,19.3,0.5,0,2.1,0,0,0,0,15.5,0.2,2,0,0.2,1.1,0,0.5,0,0.1,0.2,0,0,2.5,0,0.5,0,0,0,0,0,0.5,17,14.8,1.5,0,0,0,16.7
2003,"40 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,1,0,0,0,0,1,6,0,34.1,1,0.1,3.7,0,0.1,0,0,27.4,0.3,3.6,0.1,0.4,1.9,0,1,0.1,0.1,0.4,0,0.1,4.4,0,0.8,0.1,0,0,0,0,0.9,30,26.1,2.7,0,0,0.1,29.6
2003,"40 to 44 years","Rank of leading causes of death",28,28,28,28,28,28,12,28,28,28,28,11,5,28,1,12,21,7,28,21,28,28,3,19,8,21,17,10,28,12,21,20,17,28,21,6,28,16,21,28,0,0,28,15,2,4,9,28,28,21,0
2003,"45 to 54 years","Number of deaths",0,0,2,0,0,1,33,1,0,0,0,106,120,0,2605,36,4,210,5,3,4,5,1778,16,197,28,38,60,0,74,0,21,22,2,2,316,5,50,0,0,0,0,0,46,713,617,35,0,0,8,1141
2003,"45 to 54 years","Percentage of deaths",0,0,0,0,0,0,0.4,0,0,0,0,1.3,1.4,0,31.4,0.4,0,2.5,0.1,0,0,0.1,21.4,0.2,2.4,0.3,0.5,0.7,0,0.9,0,0.3,0.3,0,0,3.8,0.1,0.6,0,0,0,0,0,0.6,8.6,7.4,0.4,0,0,0.1,13.7
2003,"45 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,1.4,0,0,0,0,4.5,5.1,0,111.7,1.5,0.2,9,0.2,0.1,0.2,0.2,76.2,0.7,8.4,1.2,1.6,2.6,0,3.2,0,0.9,0.9,0.1,0.1,13.5,0.2,2.1,0,0,0,0,0,2,30.6,26.5,1.5,0,0,0.3,48.9
2003,"45 to 54 years","Rank of leading causes of death",34,34,29,34,34,32,17,32,34,34,34,9,8,34,1,15,26,6,23,28,26,23,2,21,7,18,14,11,34,10,34,20,19,29,29,5,23,12,34,34,0,0,34,13,3,4,16,34,34,22,0
2003,"45 to 49 years","Number of deaths",0,0,1,0,0,1,15,0,0,0,0,36,64,0,955,13,2,86,1,2,2,2,705,9,69,7,14,24,0,33,0,8,10,1,0,128,2,18,0,0,0,0,0,22,379,331,19,0,0,5,570
2003,"45 to 49 years","Percentage of deaths",0,0,0,0,0,0,0.4,0,0,0,0,1,1.8,0,27,0.4,0.1,2.4,0,0.1,0.1,0.1,19.9,0.3,2,0.2,0.4,0.7,0,0.9,0,0.2,0.3,0,0,3.6,0.1,0.5,0,0,0,0,0,0.6,10.7,9.4,0.5,0,0,0.1,16.1
2003,"45 to 49 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0.1,1.2,0,0,0,0,2.9,5.1,0,76.2,1,0.2,6.9,0.1,0.2,0.2,0.2,56.3,0.7,5.5,0.6,1.1,1.9,0,2.6,0,0.6,0.8,0.1,0,10.2,0.2,1.4,0,0,0,0,0,1.8,30.3,26.4,1.5,0,0,0.4,45.5
2003,"45 to 49 years","Rank of leading causes of death",32,32,28,32,32,28,15,32,32,32,32,9,8,32,1,17,23,6,28,23,23,23,2,19,7,21,16,11,32,10,32,20,18,28,32,5,23,14,32,32,0,0,32,12,3,4,13,32,32,22,0
2003,"50 to 54 years","Number of deaths",0,0,1,0,0,0,18,1,0,0,0,70,56,0,1650,23,2,124,4,1,2,3,1073,7,128,21,24,36,0,41,0,13,12,1,2,188,3,32,0,0,0,0,0,24,334,286,16,0,0,3,571
2003,"50 to 54 years","Percentage of deaths",0,0,0,0,0,0,0.4,0,0,0,0,1.5,1.2,0,34.6,0.5,0,2.6,0.1,0,0,0.1,22.5,0.1,2.7,0.4,0.5,0.8,0,0.9,0,0.3,0.3,0,0,3.9,0.1,0.7,0,0,0,0,0,0.5,7,6,0.3,0,0,0.1,12
2003,"50 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,1.7,0.1,0,0,0,6.5,5.2,0,152.8,2.1,0.2,11.5,0.4,0.1,0.2,0.3,99.4,0.6,11.9,1.9,2.2,3.3,0,3.8,0,1.2,1.1,0.1,0.2,17.4,0.3,3,0,0,0,0,0,2.2,30.9,26.5,1.5,0,0,0.3,52.9
2003,"50 to 54 years","Rank of leading causes of death",33,33,29,33,33,33,17,29,33,33,33,8,9,33,1,15,26,7,22,29,26,23,2,21,6,16,13,11,33,10,33,19,20,29,26,5,23,12,33,33,0,0,33,13,3,4,18,33,33,23,0
2003,"55 to 64 years","Number of deaths",0,0,7,0,0,1,76,0,0,0,0,57,50,0,5887,76,9,580,4,1,26,25,3419,33,404,64,108,96,0,294,10,40,23,3,4,426,16,117,3,1,0,0,0,42,477,385,25,1,0,7,1324
2003,"55 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0.4,0.4,0,41.7,0.5,0.1,4.1,0,0,0.2,0.2,24.2,0.2,2.9,0.5,0.8,0.7,0,2.1,0.1,0.3,0.2,0,0,3,0.1,0.8,0,0,0,0,0,0.3,3.4,2.7,0.2,0,0,0,9.4
2003,"55 to 64 years","Age-specific mortality rate per 100,000 population",0,0,0.4,0,0,0.1,4.8,0,0,0,0,3.6,3.1,0,368.3,4.8,0.6,36.3,0.3,0.1,1.6,1.6,213.9,2.1,25.3,4,6.8,6,0,18.4,0.6,2.5,1.4,0.2,0.3,26.6,1,7.3,0.2,0.1,0,0,0,2.6,29.8,24.1,1.6,0.1,0,0.4,82.8
2003,"55 to 64 years","Rank of leading causes of death",37,37,27,37,37,33,12,37,37,37,37,15,16,37,1,12,26,3,29,33,20,21,2,19,6,14,10,11,37,8,25,18,23,31,29,5,24,9,31,33,0,0,37,17,4,7,21,33,37,27,0
2003,"55 to 59 years","Number of deaths",0,0,4,0,0,1,29,0,0,0,0,29,36,0,2479,39,6,252,2,0,8,6,1562,13,163,30,47,51,0,95,1,14,8,0,4,204,1,51,1,0,0,0,0,25,245,231,10,0,0,4,618
2003,"55 to 59 years","Percentage of deaths",0,0,0.1,0,0,0,0.5,0,0,0,0,0.5,0.6,0,39.5,0.6,0.1,4,0,0,0.1,0.1,24.9,0.2,2.6,0.5,0.7,0.8,0,1.5,0,0.2,0.1,0,0.1,3.3,0,0.8,0,0,0,0,0,0.4,3.9,3.7,0.2,0,0,0.1,9.9
2003,"55 to 59 years","Age-specific mortality rate per 100,000 population",0,0,0.4,0,0,0.1,3.2,0,0,0,0,3.2,3.9,0,271.3,4.3,0.7,27.6,0.2,0,0.9,0.7,170.9,1.4,17.8,3.3,5.1,5.6,0,10.4,0.1,1.5,0.9,0,0.4,22.3,0.1,5.6,0.1,0,0,0,0,2.7,26.8,25.3,1.1,0,0,0.4,67.6
2003,"55 to 59 years","Rank of leading causes of death",33,33,25,33,33,29,15,33,33,33,33,15,13,33,1,12,23,3,28,33,21,23,2,19,7,14,11,9,33,8,29,18,21,33,25,6,29,9,29,33,0,0,33,17,4,5,20,33,33,25,0
2003,"60 to 64 years","Number of deaths",0,0,3,0,0,0,47,0,0,0,0,28,14,0,3408,37,3,328,2,1,18,19,1857,20,241,34,61,45,0,199,9,26,15,3,0,222,15,66,2,1,0,0,0,17,232,154,15,1,0,3,706
2003,"60 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0.4,0.2,0,43.4,0.5,0,4.2,0,0,0.2,0.2,23.7,0.3,3.1,0.4,0.8,0.6,0,2.5,0.1,0.3,0.2,0,0,2.8,0.2,0.8,0,0,0,0,0,0.2,3,2,0.2,0,0,0,9
2003,"60 to 64 years","Age-specific mortality rate per 100,000 population",0,0,0.4,0,0,0,6.9,0,0,0,0,4.1,2,0,497.7,5.4,0.4,47.9,0.3,0.1,2.6,2.8,271.2,2.9,35.2,5,8.9,6.6,0,29.1,1.3,3.8,2.2,0.4,0,32.4,2.2,9.6,0.3,0.1,0,0,0,2.5,33.9,22.5,2.2,0.1,0,0.4,103.1
2003,"60 to 64 years","Rank of leading causes of death",35,35,26,35,35,35,11,35,35,35,35,15,24,35,1,13,26,3,30,32,19,18,2,17,4,14,10,12,35,7,25,16,21,26,35,6,21,9,30,32,0,0,35,20,5,8,21,32,35,26,0
2003,"65 to 74 years","Number of deaths",0,0,11,0,0,0,155,1,0,0,0,29,16,0,10093,159,27,999,9,6,152,153,5970,90,1122,86,327,252,0,1114,17,78,38,5,28,433,25,274,7,5,0,0,0,23,491,196,8,0,0,19,2358
2003,"65 to 74 years","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0.1,0.1,0,40.7,0.6,0.1,4,0,0,0.6,0.6,24.1,0.4,4.5,0.3,1.3,1,0,4.5,0.1,0.3,0.2,0,0.1,1.7,0.1,1.1,0,0,0,0,0,0.1,2,0.8,0,0,0,0.1,9.5
2003,"65 to 74 years","Age-specific mortality rate per 100,000 population",0,0,1.1,0,0,0,14.9,0.1,0,0,0,2.8,1.5,0,971.9,15.3,2.6,96.2,0.9,0.6,14.6,14.7,574.9,8.7,108,8.3,31.5,24.3,0,107.3,1.6,7.5,3.7,0.5,2.7,41.7,2.4,26.4,0.7,0.5,0,0,0,2.2,47.3,18.9,0.8,0,0,1.8,227.1
2003,"65 to 74 years","Rank of leading causes of death",36,36,28,36,36,36,13,35,36,36,36,20,27,36,1,12,22,5,29,32,15,14,2,16,3,17,8,10,36,4,26,18,19,33,21,7,23,9,31,33,0,0,36,24,6,11,30,36,36,25,0
2003,"65 to 69 years","Number of deaths",0,0,5,0,0,0,56,1,0,0,0,16,10,0,4282,69,9,385,3,2,45,39,2401,38,377,36,138,78,0,363,4,23,12,0,10,212,7,88,3,1,0,0,0,13,236,109,4,0,0,5,962
2003,"65 to 69 years","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0.2,0.1,0,42.6,0.7,0.1,3.8,0,0,0.4,0.4,23.9,0.4,3.8,0.4,1.4,0.8,0,3.6,0,0.2,0.1,0,0.1,2.1,0.1,0.9,0,0,0,0,0,0.1,2.4,1.1,0,0,0,0,9.6
