"Year","Age","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus (HIV) disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2004,"75 to 84 years","Number of deaths",1,0,26,0,0,0,515,0,0,0,0,76,3,0,20891,501,123,2833,82,6,806,1924,16816,423,5222,415,740,1590,18,4234,40,375,140,32,89,466,124,1271,38,28,5,0,0,35,1499,151,17,0,1,58,8191
2004,"75 to 84 years","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.1,0,0,29.9,0.7,0.2,4.1,0.1,0,1.2,2.8,24.1,0.6,7.5,0.6,1.1,2.3,0,6.1,0.1,0.5,0.2,0,0.1,0.7,0.2,1.8,0.1,0,0,0,0,0.1,2.1,0.2,0,0,0,0.1,11.7
2004,"75 to 84 years","Age-specific mortality rate per 100,000 population",0.1,0,1.8,0,0,0,35.3,0,0,0,0,5.2,0.2,0,1430.5,34.3,8.4,194,5.6,0.4,55.2,131.7,1151.5,29,357.6,28.4,50.7,108.9,1.2,289.9,2.7,25.7,9.6,2.2,6.1,31.9,8.5,87,2.6,1.9,0.3,0,0,2.4,102.6,10.3,1.2,0,0.1,4,560.9
2004,"75 to 84 years","Rank of leading causes of death",37,39,31,39,39,39,12,39,39,39,39,24,36,39,1,13,21,5,23,34,10,6,2,15,3,16,11,7,32,4,26,17,19,29,22,14,20,9,27,30,35,39,39,28,8,18,33,39,37,25,0
2004,"75 to 79 years","Number of deaths",0,0,7,0,0,0,238,0,0,0,0,49,2,0,10961,240,50,1319,26,3,339,679,7113,173,2119,183,347,584,8,1962,24,152,75,16,35,274,53,541,10,11,1,0,0,13,599,88,8,0,0,28,3501
2004,"75 to 79 years","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.2,0,0,34.4,0.8,0.2,4.1,0.1,0,1.1,2.1,22.3,0.5,6.7,0.6,1.1,1.8,0,6.2,0.1,0.5,0.2,0.1,0.1,0.9,0.2,1.7,0,0,0,0,0,0,1.9,0.3,0,0,0,0.1,11
2004,"75 to 79 years","Age-specific mortality rate per 100,000 population",0,0,0.8,0,0,0,28,0,0,0,0,5.8,0.2,0,1288,28.2,5.9,155,3.1,0.4,39.8,79.8,835.8,20.3,249,21.5,40.8,68.6,0.9,230.5,2.8,17.9,8.8,1.9,4.1,32.2,6.2,63.6,1.2,1.3,0.1,0,0,1.5,70.4,10.3,0.9,0,0,3.3,411.4
2004,"75 to 79 years","Rank of leading causes of death",37,37,33,37,37,37,14,37,37,37,37,22,35,37,1,13,21,5,25,34,11,6,2,16,3,15,10,8,31,4,26,17,19,27,23,12,20,9,30,29,36,37,37,28,7,18,31,37,37,24,0
2004,"80 to 84 years","Number of deaths",1,0,19,0,0,0,277,0,0,0,0,27,1,0,9930,261,73,1514,56,3,467,1245,9703,250,3103,232,393,1006,10,2272,16,223,65,16,54,192,71,730,28,17,4,0,0,22,900,63,9,0,1,30,4690
2004,"80 to 84 years","Percentage of deaths",0,0,0.1,0,0,0,0.7,0,0,0,0,0.1,0,0,26.1,0.7,0.2,4,0.1,0,1.2,3.3,25.6,0.7,8.2,0.6,1,2.6,0,6,0,0.6,0.2,0,0.1,0.5,0.2,1.9,0.1,0,0,0,0,0.1,2.4,0.2,0,0,0,0.1,12.4
2004,"80 to 84 years","Age-specific mortality rate per 100,000 population",0.2,0,3.1,0,0,0,45.5,0,0,0,0,4.4,0.2,0,1629.6,42.8,12,248.5,9.2,0.5,76.6,204.3,1592.3,41,509.2,38.1,64.5,165.1,1.6,372.9,2.6,36.6,10.7,2.6,8.9,31.5,11.7,119.8,4.6,2.8,0.7,0,0,3.6,147.7,10.3,1.5,0,0.2,4.9,769.7
2004,"80 to 84 years","Rank of leading causes of death",36,39,28,39,39,39,12,39,39,39,39,26,36,39,1,13,18,5,22,35,10,6,2,14,3,15,11,7,32,4,30,16,20,30,23,17,19,9,25,29,34,39,39,27,8,21,33,39,36,24,0
2004,"85 and over","Number of deaths",2,0,15,0,0,1,549,1,0,0,0,9,1,0,9576,369,203,2071,117,4,588,3209,19231,671,6320,696,458,3199,35,3099,9,572,120,7,103,86,129,1524,58,36,3,0,0,21,2042,47,6,0,0,36,10604
2004,"85 and over","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,14.5,0.6,0.3,3.1,0.2,0,0.9,4.9,29.2,1,9.6,1.1,0.7,4.9,0.1,4.7,0,0.9,0.2,0,0.2,0.1,0.2,2.3,0.1,0.1,0,0,0,0,3.1,0.1,0,0,0,0.1,16.1
2004,"85 and over","Age-specific mortality rate per 100,000 population",0.4,0,3.2,0,0,0.2,117.7,0.2,0,0,0,1.9,0.2,0,2053,79.1,43.5,444,25.1,0.9,126.1,688,4122.9,143.9,1354.9,149.2,98.2,685.8,7.5,664.4,1.9,122.6,25.7,1.5,22.1,18.4,27.7,326.7,12.4,7.7,0.6,0,0,4.5,437.8,10.1,1.3,0,0,7.7,2273.4
2004,"85 and over","Rank of leading causes of death",36,40,29,40,40,37,14,37,40,40,40,30,37,40,2,16,17,7,20,34,12,4,1,11,3,10,15,5,27,6,30,13,19,32,21,22,18,9,23,25,35,40,40,28,8,24,33,40,40,25,0
2004,"85 to 89 years","Number of deaths",1,0,12,0,0,1,289,0,0,0,0,6,0,0,5964,192,93,1181,43,1,367,1558,9287,307,3063,278,296,1305,8,1739,8,259,58,3,44,70,63,766,31,18,0,0,0,16,926,36,4,0,0,20,4684
2004,"85 to 89 years","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,18.1,0.6,0.3,3.6,0.1,0,1.1,4.7,28.1,0.9,9.3,0.8,0.9,4,0,5.3,0,0.8,0.2,0,0.1,0.2,0.2,2.3,0.1,0.1,0,0,0,0,2.8,0.1,0,0,0,0.1,14.2
2004,"85 to 89 years","Age-specific mortality rate per 100,000 population",0.3,0,3.9,0,0,0.3,94.4,0,0,0,0,2,0,0,1947.4,62.7,30.4,385.6,14,0.3,119.8,508.7,3032.5,100.2,1000.2,90.8,96.7,426.1,2.6,567.8,2.6,84.6,18.9,1,14.4,22.9,20.6,250.1,10.1,5.9,0,0,0,5.2,302.4,11.8,1.3,0,0,6.5,1529.5
2004,"85 to 89 years","Rank of leading causes of death",34,37,28,37,37,34,13,37,37,37,37,31,37,37,2,16,17,7,22,34,10,5,1,11,3,14,12,6,29,4,29,15,20,33,21,18,19,9,24,26,37,37,37,27,8,23,32,37,37,25,0
2004,"90 years and over","Number of deaths",1,0,3,0,0,0,260,1,0,0,0,3,1,0,3612,177,110,890,74,3,221,1651,9944,364,3257,418,162,1894,27,1360,1,313,62,4,59,16,66,758,27,18,3,0,0,5,1116,11,2,0,0,16,5920
2004,"90 years and over","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,11,0.5,0.3,2.7,0.2,0,0.7,5,30.3,1.1,9.9,1.3,0.5,5.8,0.1,4.1,0,1,0.2,0,0.2,0,0.2,2.3,0.1,0.1,0,0,0,0,3.4,0,0,0,0,0,18
2004,"90 years and over","Age-specific mortality rate per 100,000 population",0.6,0,1.9,0,0,0,162.3,0.6,0,0,0,1.9,0.6,0,2254.9,110.5,68.7,555.6,46.2,1.9,138,1030.7,6207.8,227.2,2033.3,260.9,101.1,1182.4,16.9,849,0.6,195.4,38.7,2.5,36.8,10,41.2,473.2,16.9,11.2,1.9,0,0,3.1,696.7,6.9,1.2,0,0,10,3695.7
2004,"90 years and over","Rank of leading causes of death",35,39,30,39,39,39,13,35,39,39,39,30,35,39,2,15,17,8,18,30,14,5,1,11,3,10,16,4,22,6,35,12,20,29,21,25,19,9,22,24,30,39,39,28,7,27,34,39,39,25,0
2005,"All ages","Number of deaths",4,0,87,1,0,13,1690,2,0,0,0,398,468,3,67343,1447,494,7881,246,53,1890,5762,51574,1456,14054,1306,1902,5845,62,10515,74,1366,390,38,273,2348,372,3643,126,60,11,30,1044,917,9506,3743,576,16,0,205,30898
2005,"All ages","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.2,0.2,0,29.3,0.6,0.2,3.4,0.1,0,0.8,2.5,22.4,0.6,6.1,0.6,0.8,2.5,0,4.6,0,0.6,0.2,0,0.1,1,0.2,1.6,0.1,0,0,0,0.5,0.4,4.1,1.6,0.3,0,0,0.1,13.4
2005,"All ages","Age-specific mortality rate per 100,000 population",0,0,0.3,0,0,0,5.2,0,0,0,0,1.2,1.4,0,208.5,4.5,1.5,24.4,0.8,0.2,5.9,17.8,159.7,4.5,43.5,4,5.9,18.1,0.2,32.6,0.2,4.2,1.2,0.1,0.8,7.3,1.2,11.3,0.4,0.2,0,0.1,3.2,2.8,29.4,11.6,1.8,0,0,0.6,95.7
2005,"All ages","Rank of leading causes of death",41,45,31,44,45,39,14,43,45,45,45,24,23,42,1,16,22,6,28,35,13,8,2,15,3,18,12,7,33,4,32,17,25,36,27,11,26,10,30,34,40,37,19,20,5,9,21,38,45,29,0
2005,"1 to 14 years","Number of deaths",0,0,1,0,0,2,5,0,0,0,0,2,1,0,116,7,4,1,1,1,0,0,31,0,10,0,0,17,0,5,0,5,2,0,0,2,0,2,3,0,0,0,6,68,233,44,22,0,0,2,198
2005,"1 to 14 years","Percentage of deaths",0,0,0.1,0,0,0.3,0.6,0,0,0,0,0.3,0.1,0,14.7,0.9,0.5,0.1,0.1,0.1,0,0,3.9,0,1.3,0,0,2.1,0,0.6,0,0.6,0.3,0,0,0.3,0,0.3,0.4,0,0,0,0.8,8.6,29.5,5.6,2.8,0,0,0.3,25
2005,"1 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2.2,0.1,0.1,0,0,0,0,0,0.6,0,0.2,0,0,0.3,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,1.3,4.4,0.8,0.4,0,0,0,3.7
2005,"1 to 14 years","Rank of leading causes of death",27,27,22,27,27,16,11,27,27,27,27,16,22,27,2,9,14,22,22,22,27,27,5,27,8,27,27,7,27,11,27,11,16,27,27,16,27,16,15,27,27,27,10,3,1,4,6,27,27,16,0
2005,"1 to 4 years","Number of deaths",0,0,1,0,0,1,4,0,0,0,0,1,1,0,28,1,1,0,1,1,0,0,11,0,1,0,0,9,0,2,0,2,1,0,0,1,0,1,1,0,0,0,4,36,74,0,14,0,0,0,85
2005,"1 to 4 years","Percentage of deaths",0,0,0.4,0,0,0.4,1.4,0,0,0,0,0.4,0.4,0,9.9,0.4,0.4,0,0.4,0.4,0,0,3.9,0,0.4,0,0,3.2,0,0.7,0,0.7,0.4,0,0,0.4,0,0.4,0.4,0,0,0,1.4,12.8,26.2,0,5,0,0,0,30.1
2005,"1 to 4 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0.1,0.3,0,0,0,0,0.1,0.1,0,2.1,0.1,0.1,0,0.1,0.1,0,0,0.8,0,0.1,0,0,0.7,0,0.1,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0.3,2.6,5.4,0,1,0,0,0,6.2
2005,"1 to 4 years","Rank of leading causes of death",24,24,11,24,24,11,7,24,24,24,24,11,11,24,3,11,11,24,11,11,24,24,5,24,11,24,24,6,24,9,24,9,11,24,24,11,24,11,11,24,24,24,7,2,1,24,4,24,24,24,0
2005,"5 to 9 years","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,1,0,0,0,0,0,5,0,3,0,0,4,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,13,64,1,3,0,0,2,47
2005,"5 to 9 years","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,2,0.5,0,0,0,0,0,2.5,0,1.5,0,0,2,0,0.5,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0.5,6.6,32.3,0.5,1.5,0,0,1,23.7
2005,"5 to 9 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.2,0.1,0,0,0,0,0,0.3,0,0.2,0,0,0.2,0,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.7,3.4,0.1,0.2,0,0,0.1,2.5
2005,"5 to 9 years","Rank of leading causes of death",17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,5,11,17,17,17,17,17,4,17,7,17,17,5,17,11,17,11,11,17,17,17,17,17,9,17,17,17,11,3,1,11,7,17,17,9,0
2005,"10 to 14 years","Number of deaths",0,0,0,0,0,1,1,0,0,0,0,1,0,0,43,2,2,1,0,0,0,0,15,0,6,0,0,4,0,2,0,2,0,0,0,1,0,1,0,0,0,0,1,19,95,43,5,0,0,0,66
2005,"10 to 14 years","Percentage of deaths",0,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0,0,13.8,0.6,0.6,0.3,0,0,0,0,4.8,0,1.9,0,0,1.3,0,0.6,0,0.6,0,0,0,0.3,0,0.3,0,0,0,0,0.3,6.1,30.5,13.8,1.6,0,0,0,21.2
2005,"10 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,0.1,0,0,0,0,0,0.7,0,0.3,0,0,0.2,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.9,4.5,2,0.2,0,0,0,3.1
2005,"10 to 14 years","Rank of leading causes of death",20,20,20,20,20,13,13,20,20,20,20,13,20,20,2,9,9,13,20,20,20,20,5,20,6,20,20,8,20,9,20,9,20,20,20,13,20,13,20,20,20,20,13,4,1,2,7,20,20,20,0
2005,"15 to 24","Number of deaths",0,0,0,0,0,4,7,0,0,0,0,0,6,1,156,7,4,18,1,0,0,0,67,1,11,0,5,13,0,8,0,5,1,0,0,1,0,4,1,0,0,5,0,34,1015,509,136,4,0,2,302
2005,"15 to 24","Percentage of deaths",0,0,0,0,0,0.2,0.3,0,0,0,0,0,0.3,0,6.7,0.3,0.2,0.8,0,0,0,0,2.9,0,0.5,0,0.2,0.6,0,0.3,0,0.2,0,0,0,0,0,0.2,0,0,0,0.2,0,1.5,43.6,21.9,5.8,0.2,0,0.1,13
2005,"15 to 24","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0,0,0,0.1,0,3.6,0.2,0.1,0.4,0,0,0,0,1.5,0,0.3,0,0.1,0.3,0,0.2,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0.8,23.1,11.6,3.1,0.1,0,0,6.9
2005,"15 to 24","Rank of leading causes of death",28,28,28,28,28,17,11,28,28,28,28,28,13,22,3,11,17,7,22,28,28,28,5,22,9,28,14,8,28,10,28,14,22,28,28,22,28,17,22,28,28,14,28,6,1,2,4,17,28,21,0
2005,"15 to 19 years","Number of deaths",0,0,0,0,0,3,4,0,0,0,0,0,0,0,61,4,0,4,0,0,0,0,27,0,8,0,1,6,0,2,0,2,1,0,0,1,0,3,1,0,0,1,0,18,458,213,51,1,0,1,115
2005,"15 to 19 years","Percentage of deaths",0,0,0,0,0,0.3,0.4,0,0,0,0,0,0,0,6.2,0.4,0,0.4,0,0,0,0,2.7,0,0.8,0,0.1,0.6,0,0.2,0,0.2,0.1,0,0,0.1,0,0.3,0.1,0,0,0.1,0,1.8,46.5,21.6,5.2,0.1,0,0.1,11.7
2005,"15 to 19 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,2.8,0.2,0,0.2,0,0,0,0,1.3,0,0.4,0,0,0.3,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.8,21.3,9.9,2.4,0,0,0,5.4
2005,"15 to 19 years","Rank of leading causes of death",23,23,23,23,23,12,9,23,23,23,23,23,23,23,3,9,23,9,23,23,23,23,5,23,7,23,16,8,23,14,23,14,16,23,23,16,23,12,16,23,23,16,23,6,1,2,4,16,23,16,0
2005,"20 to 24 years","Number of deaths",0,0,0,0,0,1,3,0,0,0,0,0,6,1,95,3,4,14,1,0,0,0,40,1,3,0,4,7,0,6,0,3,0,0,0,0,0,1,0,0,0,4,0,16,557,296,85,3,0,1,187
2005,"20 to 24 years","Percentage of deaths",0,0,0,0,0,0.1,0.2,0,0,0,0,0,0.4,0.1,7.1,0.2,0.3,1,0.1,0,0,0,3,0.1,0.2,0,0.3,0.5,0,0.4,0,0.2,0,0,0,0,0,0.1,0,0,0,0.3,0,1.2,41.5,22.1,6.3,0.2,0,0.1,13.9
2005,"20 to 24 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,4.2,0.1,0.2,0.6,0,0,0,0,1.8,0,0.1,0,0.2,0.3,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0.7,24.8,13.2,3.8,0.1,0,0,8.3
2005,"20 to 24 years","Rank of leading causes of death",25,25,25,25,25,19,14,25,25,25,25,25,9,19,3,14,11,7,19,25,25,25,5,19,14,25,11,8,25,9,25,14,25,25,25,25,25,19,25,25,25,11,25,6,1,2,4,14,25,19,0
2005,"25 to 34 years","Number of deaths",0,0,0,0,0,0,10,0,0,0,0,3,51,0,346,12,7,30,0,1,0,0,173,1,39,0,8,16,0,14,0,4,1,1,3,16,0,10,0,0,1,15,1,32,827,511,142,4,0,2,525
2005,"25 to 34 years","Percentage of deaths",0,0,0,0,0,0,0.4,0,0,0,0,0.1,1.8,0,12.3,0.4,0.2,1.1,0,0,0,0,6.2,0,1.4,0,0.3,0.6,0,0.5,0,0.1,0,0,0.1,0.6,0,0.4,0,0,0,0.5,0,1.1,29.5,18.2,5.1,0.1,0,0.1,18.7
2005,"25 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0.1,1.2,0,7.8,0.3,0.2,0.7,0,0,0,0,3.9,0,0.9,0,0.2,0.4,0,0.3,0,0.1,0,0,0.1,0.4,0,0.2,0,0,0,0.3,0,0.7,18.7,11.5,3.2,0.1,0,0,11.9
2005,"25 to 34 years","Rank of leading causes of death",30,30,30,30,30,30,15,30,30,30,30,21,6,30,3,14,18,9,30,24,30,30,4,24,7,30,17,10,30,13,30,19,24,24,21,10,30,15,30,30,24,12,24,8,1,2,5,19,30,23,0
2005,"25 to 29 years","Number of deaths",0,0,0,0,0,0,3,0,0,0,0,0,13,0,120,4,4,11,0,1,0,0,67,1,14,0,2,5,0,6,0,1,0,0,1,6,0,3,0,0,1,8,0,20,438,228,86,3,0,0,219
2005,"25 to 29 years","Percentage of deaths",0,0,0,0,0,0,0.2,0,0,0,0,0,1,0,9.5,0.3,0.3,0.9,0,0.1,0,0,5.3,0.1,1.1,0,0.2,0.4,0,0.5,0,0.1,0,0,0.1,0.5,0,0.2,0,0,0.1,0.6,0,1.6,34.6,18,6.8,0.2,0,0,17.3
2005,"25 to 29 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.6,0,5.5,0.2,0.2,0.5,0,0,0,0,3,0,0.6,0,0.1,0.2,0,0.3,0,0,0,0,0,0.3,0,0.1,0,0,0,0.4,0,0.9,19.9,10.4,3.9,0.1,0,0,10
2005,"25 to 29 years","Rank of leading causes of death",25,25,25,25,25,25,16,25,25,25,25,25,8,25,3,14,14,9,25,20,25,25,5,20,7,25,19,13,25,11,25,20,25,25,20,11,25,16,25,25,20,10,25,6,1,2,4,16,25,25,0
2005,"30 to 34 years","Number of deaths",0,0,0,0,0,0,7,0,0,0,0,3,38,0,226,8,3,19,0,0,0,0,106,0,25,0,6,11,0,8,0,3,1,1,2,10,0,7,0,0,0,7,1,12,389,283,56,1,0,2,306
2005,"30 to 34 years","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0.2,2.5,0,14.7,0.5,0.2,1.2,0,0,0,0,6.9,0,1.6,0,0.4,0.7,0,0.5,0,0.2,0.1,0.1,0.1,0.6,0,0.5,0,0,0,0.5,0.1,0.8,25.2,18.4,3.6,0.1,0,0.1,19.9
2005,"30 to 34 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0.1,1.7,0,10.1,0.4,0.1,0.9,0,0,0,0,4.8,0,1.1,0,0.3,0.5,0,0.4,0,0.1,0,0,0.1,0.4,0,0.3,0,0,0,0.3,0,0.5,17.5,12.7,2.5,0,0,0.1,13.7
2005,"30 to 34 years","Rank of leading causes of death",27,27,27,27,27,27,14,27,27,27,27,18,6,27,3,12,18,8,27,27,27,27,4,27,7,27,17,10,27,12,27,18,23,23,21,11,27,14,27,27,27,14,23,9,1,2,5,23,27,21,0
2005,"35 to 44 years","Number of deaths",0,0,5,0,0,1,35,0,0,0,0,31,181,0,1490,34,8,127,3,5,0,1,639,4,143,6,23,72,1,35,0,11,5,1,5,148,3,28,2,0,2,10,0,71,971,876,103,3,0,8,960
2005,"35 to 44 years","Percentage of deaths",0,0,0.1,0,0,0,0.6,0,0,0,0,0.5,3,0,24.6,0.6,0.1,2.1,0,0.1,0,0,10.6,0.1,2.4,0.1,0.4,1.2,0,0.6,0,0.2,0.1,0,0.1,2.4,0,0.5,0,0,0,0.2,0,1.2,16,14.5,1.7,0,0,0.1,15.9
2005,"35 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.7,0,0,0,0,0.6,3.5,0,29.1,0.7,0.2,2.5,0.1,0.1,0,0,12.5,0.1,2.8,0.1,0.4,1.4,0,0.7,0,0.2,0.1,0,0.1,2.9,0.1,0.5,0,0,0,0.2,0,1.4,19,17.1,2,0.1,0,0.2,18.8
2005,"35 to 44 years","Rank of leading causes of death",37,37,23,37,37,33,12,37,37,37,37,15,5,37,1,14,20,8,28,23,37,33,4,27,7,22,17,10,33,12,37,18,23,33,23,6,28,16,31,37,31,19,37,11,2,3,9,28,37,20,0
2005,"35 to 39 years","Number of deaths",0,0,2,0,0,1,11,0,0,0,0,5,69,0,429,14,4,45,0,1,0,1,158,2,47,1,4,24,0,10,0,3,1,0,0,45,1,9,2,0,2,9,0,34,443,381,48,1,0,4,366
2005,"35 to 39 years","Percentage of deaths",0,0,0.1,0,0,0,0.5,0,0,0,0,0.2,3.2,0,19.7,0.6,0.2,2.1,0,0,0,0,7.3,0.1,2.2,0,0.2,1.1,0,0.5,0,0.1,0,0,0,2.1,0,0.4,0.1,0,0.1,0.4,0,1.6,20.3,17.5,2.2,0,0,0.2,16.8
2005,"35 to 39 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.5,0,0,0,0,0.2,2.9,0,18.1,0.6,0.2,1.9,0,0,0,0,6.7,0.1,2,0,0.2,1,0,0.4,0,0.1,0,0,0,1.9,0,0.4,0.1,0,0.1,0.4,0,1.4,18.7,16.1,2,0,0,0.2,15.5
2005,"35 to 39 years","Rank of leading causes of death",33,33,22,33,33,26,13,33,33,33,33,17,5,33,2,12,18,8,33,26,33,26,4,22,7,26,18,11,33,14,33,21,26,33,33,8,26,15,22,33,22,15,33,10,1,3,6,26,33,18,0
2005,"40 to 44 years","Number of deaths",0,0,3,0,0,0,24,0,0,0,0,26,112,0,1061,20,4,82,3,4,0,0,481,2,96,5,19,48,1,25,0,8,4,1,5,103,2,19,0,0,0,1,0,37,528,495,55,2,0,4,594
2005,"40 to 44 years","Percentage of deaths",0,0,0.1,0,0,0,0.6,0,0,0,0,0.7,2.9,0,27.4,0.5,0.1,2.1,0.1,0.1,0,0,12.4,0.1,2.5,0.1,0.5,1.2,0,0.6,0,0.2,0.1,0,0.1,2.7,0.1,0.5,0,0,0,0,0,1,13.6,12.8,1.4,0.1,0,0.1,15.3
2005,"40 to 44 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.9,0,0,0,0,0.9,4.1,0,38.6,0.7,0.1,3,0.1,0.1,0,0,17.5,0.1,3.5,0.2,0.7,1.7,0,0.9,0,0.3,0.1,0,0.2,3.7,0.1,0.7,0,0,0,0,0,1.3,19.2,18,2,0.1,0,0.1,21.6
2005,"40 to 44 years","Rank of leading causes of death",33,33,25,33,33,33,14,33,33,33,33,12,5,33,1,15,21,8,25,21,33,33,4,27,7,19,16,10,30,13,33,18,21,30,19,6,27,16,33,33,33,30,33,11,2,3,9,27,33,21,0
2005,"45 to 54 years","Number of deaths",0,0,12,0,0,1,79,0,0,0,0,144,146,1,5418,60,10,363,10,10,9,10,2154,33,388,20,80,132,2,132,4,35,25,1,12,440,13,65,6,0,1,0,0,93,1117,883,68,3,0,9,1776
2005,"45 to 54 years","Percentage of deaths",0,0,0.1,0,0,0,0.6,0,0,0,0,1,1.1,0,39.4,0.4,0.1,2.6,0.1,0.1,0.1,0.1,15.6,0.2,2.8,0.1,0.6,1,0,1,0,0.3,0.2,0,0.1,3.2,0.1,0.5,0,0,0,0,0,0.7,8.1,6.4,0.5,0,0,0.1,12.9
2005,"45 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,1.6,0,0,0,0,2.9,3,0,110.1,1.2,0.2,7.4,0.2,0.2,0.2,0.2,43.8,0.7,7.9,0.4,1.6,2.7,0,2.7,0.1,0.7,0.5,0,0.2,8.9,0.3,1.3,0.1,0,0,0,0,1.9,22.7,17.9,1.4,0.1,0,0.2,36.1
2005,"45 to 54 years","Rank of leading causes of death",39,39,23,39,39,35,14,39,39,39,39,9,8,35,1,17,25,7,25,25,29,25,2,19,6,21,13,10,34,10,32,18,20,35,23,5,22,16,31,39,35,39,39,12,3,4,15,33,39,29,0
2005,"45 to 49 years","Number of deaths",0,0,2,0,0,1,32,0,0,0,0,53,89,1,2092,28,5,140,4,4,2,5,840,11,167,7,43,64,1,40,2,15,10,1,8,172,3,16,1,0,1,0,0,49,609,476,42,2,0,4,786
