"Year","Age","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus (HIV) disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2004,"45 to 49 years","Number of deaths",0,0,0,0,0,0,10,0,0,0,0,16,14,0,1170,13,1,32,0,0,0,2,169,0,77,4,1,21,1,18,0,2,2,0,1,45,3,9,3,0,0,0,0,17,131,121,13,0,0,1,325
2004,"45 to 49 years","Percentage of deaths",0,0,0,0,0,0,0.5,0,0,0,0,0.7,0.6,0,52.7,0.6,0,1.4,0,0,0,0.1,7.6,0,3.5,0.2,0,0.9,0,0.8,0,0.1,0.1,0,0,2,0.1,0.4,0.1,0,0,0,0,0.8,5.9,5.4,0.6,0,0,0,14.6
2004,"45 to 49 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.8,0,0,0,0,1.2,1.1,0,90.7,1,0.1,2.5,0,0,0,0.2,13.1,0,6,0.3,0.1,1.6,0.1,1.4,0,0.2,0.2,0,0.1,3.5,0.2,0.7,0.2,0,0,0,0,1.3,10.2,9.4,1,0,0,0.1,25.2
2004,"45 to 49 years","Rank of leading causes of death",28,28,28,28,28,28,15,28,28,28,28,11,12,28,1,13,23,7,28,28,28,20,2,28,5,17,23,8,23,9,28,20,20,28,23,6,18,16,18,0,28,28,28,10,3,4,13,28,28,23,0
2004,"50 to 54 years","Number of deaths",0,0,0,0,0,0,20,0,0,0,0,22,8,0,1790,14,1,67,3,1,0,3,269,5,77,2,9,26,0,45,0,9,6,0,3,81,0,22,2,0,0,0,0,29,107,109,9,0,0,8,340
2004,"50 to 54 years","Percentage of deaths",0,0,0,0,0,0,0.6,0,0,0,0,0.7,0.3,0,58,0.5,0,2.2,0.1,0,0,0.1,8.7,0.2,2.5,0.1,0.3,0.8,0,1.5,0,0.3,0.2,0,0.1,2.6,0,0.7,0.1,0,0,0,0,0.9,3.5,3.5,0.3,0,0,0.3,11
2004,"50 to 54 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,1.8,0,0,0,0,1.9,0.7,0,158.6,1.2,0.1,5.9,0.3,0.1,0,0.3,23.8,0.4,6.8,0.2,0.8,2.3,0,4,0,0.8,0.5,0,0.3,7.2,0,1.9,0.2,0,0,0,0,2.6,9.5,9.7,0.8,0,0,0.7,30.1
2004,"50 to 54 years","Rank of leading causes of death",29,29,29,29,29,29,13,29,29,29,29,11,18,29,1,14,27,7,22,27,29,22,2,21,6,25,15,10,29,8,29,15,20,29,22,5,29,11,25,0,29,29,29,9,4,3,15,29,29,18,0
2004,"55 to 64 years","Number of deaths",0,0,1,0,0,3,64,0,0,0,0,22,8,0,5221,47,12,293,3,4,10,21,1099,18,311,17,34,80,0,269,0,20,20,0,7,175,6,68,4,0,1,0,1,44,187,117,11,0,0,10,994
2004,"55 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.2,0.1,0,56.7,0.5,0.1,3.2,0,0,0.1,0.2,11.9,0.2,3.4,0.2,0.4,0.9,0,2.9,0,0.2,0.2,0,0.1,1.9,0.1,0.7,0,0,0,0,0,0.5,2,1.3,0.1,0,0,0.1,10.8
2004,"55 to 64 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0.2,3.7,0,0,0,0,1.3,0.5,0,304.4,2.7,0.7,17.1,0.2,0.2,0.6,1.2,64.1,1,18.1,1,2,4.7,0,15.7,0,1.2,1.2,0,0.4,10.2,0.3,4,0.2,0,0.1,0,0.1,2.6,10.9,6.8,0.6,0,0,0.6,58
2004,"55 to 64 years","Rank of leading causes of death",35,35,32,35,35,30,11,35,35,35,35,15,25,35,1,12,21,4,30,28,23,16,2,19,3,20,14,9,35,5,35,17,17,35,26,7,27,10,28,0,32,35,32,13,6,8,22,35,35,23,0
2004,"55 to 59 years","Number of deaths",0,0,1,0,0,3,23,0,0,0,0,12,5,0,2386,23,5,115,3,2,4,6,449,6,125,7,14,28,0,93,0,12,11,0,4,88,1,32,1,0,1,0,1,32,100,69,7,0,0,4,461
2004,"55 to 59 years","Percentage of deaths",0,0,0,0,0,0.1,0.6,0,0,0,0,0.3,0.1,0,57.7,0.6,0.1,2.8,0.1,0,0.1,0.1,10.9,0.1,3,0.2,0.3,0.7,0,2.2,0,0.3,0.3,0,0.1,2.1,0,0.8,0,0,0,0,0,0.8,2.4,1.7,0.2,0,0,0.1,11.2
2004,"55 to 59 years","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0.3,2.4,0,0,0,0,1.2,0.5,0,245.1,2.4,0.5,11.8,0.3,0.2,0.4,0.6,46.1,0.6,12.8,0.7,1.4,2.9,0,9.6,0,1.2,1.1,0,0.4,9,0.1,3.3,0.1,0,0.1,0,0.1,3.3,10.3,7.1,0.7,0,0,0.4,47.4
2004,"55 to 59 years","Rank of leading causes of death",35,35,30,35,35,27,12,35,35,35,35,15,22,35,1,12,22,4,27,29,24,20,2,20,3,18,14,11,35,6,35,15,17,35,24,7,30,9,30,0,30,35,30,9,5,8,18,35,35,24,0
2004,"60 to 64 years","Number of deaths",0,0,0,0,0,0,41,0,0,0,0,10,3,0,2835,24,7,178,0,2,6,15,650,12,186,10,20,52,0,176,0,8,9,0,3,87,5,36,3,0,0,0,0,12,87,48,4,0,0,6,533
2004,"60 to 64 years","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0.2,0.1,0,55.9,0.5,0.1,3.5,0,0,0.1,0.3,12.8,0.2,3.7,0.2,0.4,1,0,3.5,0,0.2,0.2,0,0.1,1.7,0.1,0.7,0.1,0,0,0,0,0.2,1.7,0.9,0.1,0,0,0.1,10.5
2004,"60 to 64 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,5.5,0,0,0,0,1.3,0.4,0,382.1,3.2,0.9,24,0,0.3,0.8,2,87.6,1.6,25.1,1.3,2.7,7,0,23.7,0,1.1,1.2,0,0.4,11.7,0.7,4.9,0.4,0,0,0,0,1.6,11.7,6.5,0.5,0,0,0.8,71.8
2004,"60 to 64 years","Rank of leading causes of death",30,30,30,30,30,30,10,30,30,30,30,17,26,30,1,12,21,4,30,29,22,14,2,15,3,17,13,8,30,5,30,20,19,30,26,6,24,11,26,0,30,30,30,15,6,9,25,30,30,22,0
2004,"65 to 74 years","Number of deaths",0,0,6,0,0,1,131,0,0,0,0,25,2,0,7444,103,18,631,17,2,86,198,2741,89,789,73,124,208,2,831,1,44,33,3,17,187,24,177,5,0,1,0,0,23,291,64,10,0,0,16,1823
2004,"65 to 74 years","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0.2,0,0,45.8,0.6,0.1,3.9,0.1,0,0.5,1.2,16.9,0.5,4.9,0.4,0.8,1.3,0,5.1,0,0.3,0.2,0,0.1,1.2,0.1,1.1,0,0,0,0,0,0.1,1.8,0.4,0.1,0,0,0.1,11.2
2004,"65 to 74 years","Age-specific mortality rate per 100,000 population",0,0,0.5,0,0,0.1,11.3,0,0,0,0,2.1,0.2,0,639.8,8.9,1.5,54.2,1.5,0.2,7.4,17,235.6,7.6,67.8,6.3,10.7,17.9,0.2,71.4,0.1,3.8,2.8,0.3,1.5,16.1,2.1,15.2,0.4,0,0.1,0,0,2,25,5.5,0.9,0,0,1.4,156.7
2004,"65 to 74 years","Rank of leading causes of death",37,37,28,37,37,34,11,37,37,37,37,20,31,37,1,13,23,5,24,31,15,8,2,14,4,16,12,7,31,3,34,18,19,30,24,9,21,10,29,0,34,37,37,22,6,17,27,37,37,26,0
2004,"65 to 69 years","Number of deaths",0,0,1,0,0,0,49,0,0,0,0,16,1,0,3281,39,7,252,5,1,26,47,976,38,252,22,42,70,1,304,0,16,12,1,7,101,12,68,4,0,1,0,0,15,127,39,5,0,0,5,695
2004,"65 to 69 years","Percentage of deaths",0,0,0,0,0,0,0.7,0,0,0,0,0.2,0,0,50.2,0.6,0.1,3.9,0.1,0,0.4,0.7,14.9,0.6,3.9,0.3,0.6,1.1,0,4.6,0,0.2,0.2,0,0.1,1.5,0.2,1,0.1,0,0,0,0,0.2,1.9,0.6,0.1,0,0,0.1,10.6
2004,"65 to 69 years","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,8.1,0,0,0,0,2.6,0.2,0,539.8,6.4,1.2,41.5,0.8,0.2,4.3,7.7,160.6,6.3,41.5,3.6,6.9,11.5,0.2,50,0,2.6,2,0.2,1.2,16.6,2,11.2,0.7,0,0.2,0,0,2.5,20.9,6.4,0.8,0,0,0.8,114.3
2004,"65 to 69 years","Rank of leading causes of death",35,35,29,35,35,35,10,35,35,35,35,18,29,35,1,13,23,4,25,29,16,11,2,15,4,17,12,8,29,3,35,18,21,29,23,7,21,9,28,0,29,35,35,20,6,13,25,35,35,25,0
2004,"70 to 74 years","Number of deaths",0,0,5,0,0,1,82,0,0,0,0,9,1,0,4163,64,11,379,12,1,60,151,1765,51,537,51,82,138,1,527,1,28,21,2,10,86,12,109,1,0,0,0,0,8,164,25,5,0,0,11,1128
2004,"70 to 74 years","Percentage of deaths",0,0,0.1,0,0,0,0.8,0,0,0,0,0.1,0,0,42.9,0.7,0.1,3.9,0.1,0,0.6,1.6,18.2,0.5,5.5,0.5,0.8,1.4,0,5.4,0,0.3,0.2,0,0.1,0.9,0.1,1.1,0,0,0,0,0,0.1,1.7,0.3,0.1,0,0,0.1,11.6
2004,"70 to 74 years","Age-specific mortality rate per 100,000 population",0,0,0.9,0,0,0.2,14.8,0,0,0,0,1.6,0.2,0,749.2,11.5,2,68.2,2.2,0.2,10.8,27.2,317.7,9.2,96.6,9.2,14.8,24.8,0.2,94.8,0.2,5,3.8,0.4,1.8,15.5,2.2,19.6,0.2,0,0,0,0,1.4,29.5,4.5,0.9,0,0,2,203
2004,"70 to 74 years","Rank of leading causes of death",36,36,27,36,36,30,11,36,36,36,36,25,30,36,1,13,22,5,20,30,14,7,2,15,3,15,11,8,30,4,30,17,19,29,24,10,20,9,30,0,36,36,36,26,6,18,27,36,36,22,0
2004,"75 to 84 years","Number of deaths",1,0,12,0,0,0,271,0,0,0,0,40,1,0,9651,230,71,1434,48,3,332,1242,7781,246,2822,197,295,760,8,1923,3,150,73,17,47,196,58,601,28,0,5,0,0,22,757,32,10,0,0,33,4391
2004,"75 to 84 years","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0.1,0,0,28.6,0.7,0.2,4.2,0.1,0,1,3.7,23,0.7,8.4,0.6,0.9,2.2,0,5.7,0,0.4,0.2,0.1,0.1,0.6,0.2,1.8,0.1,0,0,0,0,0.1,2.2,0.1,0,0,0,0.1,13
2004,"75 to 84 years","Age-specific mortality rate per 100,000 population",0.1,0,1.4,0,0,0,31.6,0,0,0,0,4.7,0.1,0,1123.8,26.8,8.3,167,5.6,0.3,38.7,144.6,906.1,28.6,328.6,22.9,34.4,88.5,0.9,223.9,0.3,17.5,8.5,2,5.5,22.8,6.8,70,3.3,0,0.6,0,0,2.6,88.1,3.7,1.2,0,0,3.8,511.3
2004,"75 to 84 years","Rank of leading causes of death",35,37,29,37,37,37,12,37,37,37,37,23,35,37,1,14,19,5,21,33,10,6,2,13,3,15,11,7,31,4,33,17,18,28,22,16,20,9,26,0,32,37,37,27,8,25,30,37,37,24,0
2004,"75 to 79 years","Number of deaths",0,0,3,0,0,0,123,0,0,0,0,30,1,0,4839,101,23,627,13,2,118,408,2943,84,1050,74,134,256,1,863,1,53,37,8,20,104,22,240,6,0,1,0,0,7,273,17,4,0,0,14,1770
2004,"75 to 79 years","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0.2,0,0,33.9,0.7,0.2,4.4,0.1,0,0.8,2.9,20.6,0.6,7.4,0.5,0.9,1.8,0,6,0,0.4,0.3,0.1,0.1,0.7,0.2,1.7,0,0,0,0,0,0,1.9,0.1,0,0,0,0.1,12.4
2004,"75 to 79 years","Age-specific mortality rate per 100,000 population",0,0,0.6,0,0,0,25.5,0,0,0,0,6.2,0.2,0,1002.3,20.9,4.8,129.9,2.7,0.4,24.4,84.5,609.6,17.4,217.5,15.3,27.8,53,0.2,178.8,0.2,11,7.7,1.7,4.1,21.5,4.6,49.7,1.2,0,0.2,0,0,1.4,56.5,3.5,0.8,0,0,2.9,366.6
2004,"75 to 79 years","Rank of leading causes of death",36,36,30,36,36,36,11,36,36,36,36,19,32,36,1,14,20,5,25,31,12,6,2,15,3,16,10,8,32,4,32,17,18,26,22,13,21,9,28,0,32,36,36,27,7,23,29,36,36,24,0
2004,"80 to 84 years","Number of deaths",1,0,9,0,0,0,148,0,0,0,0,10,0,0,4812,129,48,807,35,1,214,834,4838,162,1772,123,161,504,7,1060,2,97,36,9,27,92,36,361,22,0,4,0,0,15,484,15,6,0,0,19,2621
2004,"80 to 84 years","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0.1,0,0,24.7,0.7,0.2,4.1,0.2,0,1.1,4.3,24.8,0.8,9.1,0.6,0.8,2.6,0,5.4,0,0.5,0.2,0,0.1,0.5,0.2,1.8,0.1,0,0,0,0,0.1,2.5,0.1,0,0,0,0.1,13.4
2004,"80 to 84 years","Age-specific mortality rate per 100,000 population",0.3,0,2.4,0,0,0,39.4,0,0,0,0,2.7,0,0,1279.9,34.3,12.8,214.6,9.3,0.3,56.9,221.8,1286.8,43.1,471.3,32.7,42.8,134.1,1.9,281.9,0.5,25.8,9.6,2.4,7.2,24.5,9.6,96,5.9,0,1.1,0,0,4,128.7,4,1.6,0,0,5.1,697.1
2004,"80 to 84 years","Rank of leading causes of death",34,36,28,36,36,36,13,36,36,36,36,27,36,36,2,14,18,6,21,34,10,5,1,11,3,15,12,7,30,4,33,16,19,28,22,17,19,9,23,0,32,36,36,25,8,25,31,36,36,24,0
2004,"85 and over","Number of deaths",1,0,8,0,0,1,355,1,0,0,0,4,0,0,5318,235,160,1292,76,3,312,2473,12615,507,4512,482,261,2033,29,1611,0,300,69,2,71,50,85,830,37,0,3,0,0,16,1382,12,4,0,0,15,7653
2004,"85 and over","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,12.4,0.5,0.4,3,0.2,0,0.7,5.8,29.5,1.2,10.5,1.1,0.6,4.7,0.1,3.8,0,0.7,0.2,0,0.2,0.1,0.2,1.9,0.1,0,0,0,0,0,3.2,0,0,0,0,0,17.9
2004,"85 and over","Age-specific mortality rate per 100,000 population",0.3,0,2.5,0,0,0.3,109.6,0.3,0,0,0,1.2,0,0,1641.6,72.5,49.4,398.8,23.5,0.9,96.3,763.4,3894.1,156.5,1392.8,148.8,80.6,627.6,9,497.3,0,92.6,21.3,0.6,21.9,15.4,26.2,256.2,11.4,0,0.9,0,0,4.9,426.6,3.7,1.2,0,0,4.6,2362.4
2004,"85 and over","Rank of leading causes of death",34,37,28,37,37,34,12,34,37,37,37,29,37,37,2,16,17,8,19,31,13,4,1,10,3,11,15,5,24,6,37,14,21,33,20,22,18,9,23,0,31,37,37,25,7,27,29,37,37,26,0
2004,"85 to 89 years","Number of deaths",0,0,5,0,0,1,174,0,0,0,0,3,0,0,3123,111,71,700,28,1,176,1106,5498,223,2060,185,161,757,7,833,0,130,28,0,28,39,38,387,19,0,0,0,0,12,568,9,2,0,0,7,3113
2004,"85 to 89 years","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,15.9,0.6,0.4,3.6,0.1,0,0.9,5.6,28,1.1,10.5,0.9,0.8,3.9,0,4.2,0,0.7,0.1,0,0.1,0.2,0.2,2,0.1,0,0,0,0,0.1,2.9,0,0,0,0,0,15.9
2004,"85 to 89 years","Age-specific mortality rate per 100,000 population",0,0,2.4,0,0,0.5,84.7,0,0,0,0,1.5,0,0,1520,54,34.6,340.7,13.6,0.5,85.7,538.3,2675.9,108.5,1002.6,90,78.4,368.4,3.4,405.4,0,63.3,13.6,0,13.6,19,18.5,188.4,9.2,0,0,0,0,5.8,276.4,4.4,1,0,0,3.4,1515.1
2004,"85 to 89 years","Rank of leading causes of death",33,33,28,33,33,31,13,33,33,33,33,29,33,33,2,16,17,7,20,31,12,4,1,10,3,11,14,6,26,5,33,15,20,33,20,18,19,9,23,0,33,33,33,24,8,25,30,33,33,26,0
2004,"90 years and over","Number of deaths",1,0,3,0,0,0,181,1,0,0,0,1,0,0,2195,124,89,592,48,2,136,1367,7117,284,2452,297,100,1276,22,778,0,170,41,2,43,11,47,443,18,0,3,0,0,4,814,3,2,0,0,8,4540
2004,"90 years and over","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,9.5,0.5,0.4,2.6,0.2,0,0.6,5.9,30.7,1.2,10.6,1.3,0.4,5.5,0.1,3.4,0,0.7,0.2,0,0.2,0,0.2,1.9,0.1,0,0,0,0,0,3.5,0,0,0,0,0,19.6
2004,"90 years and over","Age-specific mortality rate per 100,000 population",0.8,0,2.5,0,0,0,152.8,0.8,0,0,0,0.8,0,0,1852.5,104.7,75.1,499.6,40.5,1.7,114.8,1153.7,6006.6,239.7,2069.4,250.7,84.4,1076.9,18.6,656.6,0,143.5,34.6,1.7,36.3,9.3,39.7,373.9,15.2,0,2.5,0,0,3.4,687,2.5,1.7,0,0,6.8,3831.6
2004,"90 years and over","Rank of leading causes of death",33,36,27,36,36,36,12,33,36,36,36,33,36,36,3,15,17,8,18,30,14,4,1,11,2,10,16,5,22,7,36,13,21,30,20,24,19,9,23,0,27,36,36,26,6,27,30,36,36,25,0
2005,"All ages","Number of deaths",2,0,39,1,0,6,894,0,0,0,0,138,98,1,31862,727,309,3900,168,18,834,4071,24899,930,8287,735,743,3324,38,4952,8,642,188,21,157,801,201,1784,84,0,11,30,469,432,3699,886,147,0,0,98,17492
2005,"All ages","Percentage of deaths",0,0,0,0,0,0,0.8,0,0,0,0,0.1,0.1,0,27.9,0.6,0.3,3.4,0.1,0,0.7,3.6,21.8,0.8,7.3,0.6,0.7,2.9,0,4.3,0,0.6,0.2,0,0.1,0.7,0.2,1.6,0.1,0,0,0,0.4,0.4,3.2,0.8,0.1,0,0,0.1,15.3
2005,"All ages","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,5.5,0,0,0,0,0.8,0.6,0,195.4,4.5,1.9,23.9,1,0.1,5.1,25,152.7,5.7,50.8,4.5,4.6,20.4,0.2,30.4,0,3.9,1.2,0.1,1,4.9,1.2,10.9,0.5,0,0.1,0.2,2.9,2.6,22.7,5.4,0.9,0,0,0.6,107.3
2005,"All ages","Rank of leading causes of death",39,42,31,40,42,38,11,42,42,42,42,27,28,40,1,17,21,6,24,35,13,5,2,10,3,16,15,8,32,4,37,18,23,34,25,14,22,9,30,0,36,33,19,20,7,12,26,42,42,28,0
2005,"1 to 14 years","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,10,0,4,0,0,8,0,2,0,1,1,0,0,0,0,1,0,0,0,0,3,32,87,25,9,0,0,1,77
2005,"1 to 14 years","Percentage of deaths",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,16.5,0,0,0.3,0,0,0,0,3.2,0,1.3,0,0,2.5,0,0.6,0,0.3,0.3,0,0,0,0,0.3,0,0,0,0,1,10.2,27.6,7.9,2.9,0,0,0.3,24.4
2005,"1 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.2,3.3,1,0.3,0,0,0,2.9
2005,"1 to 14 years","Rank of leading causes of death",17,17,17,17,17,17,11,17,17,17,17,17,17,17,2,17,17,11,17,17,17,17,5,17,8,17,17,7,17,10,17,11,11,17,17,17,17,11,17,0,17,17,9,3,1,4,6,17,17,11,0
2005,"1 to 4 years","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,20,32,0,6,0,0,0,32
2005,"1 to 4 years","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,2.7,0,0.9,0,0,1.8,0,0.9,0,0.9,0,0,0,0,0,0.9,0,0,0,0,1.8,17.9,28.6,0,5.4,0,0,0,28.6
2005,"1 to 4 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.5,0,0.2,0,0,0.3,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.3,3,4.8,0,0.9,0,0,0,4.8
2005,"1 to 4 years","Rank of leading causes of death",13,13,13,13,13,13,8,13,13,13,13,13,13,13,3,13,13,13,13,13,13,13,5,13,8,13,13,6,13,8,13,8,13,13,13,13,13,8,13,0,13,13,6,2,1,13,4,13,13,13,0
2005,"5 to 9 years","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,25,0,1,0,0,1,18
2005,"5 to 9 years","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,0,0,0,0,0,3.8,0,1.3,0,0,3.8,0,1.3,0,0,1.3,0,0,0,0,0,0,0,0,0,1.3,5.1,32.1,0,1.3,0,0,1.3,23.1
2005,"5 to 9 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0.3,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.4,2.7,0,0.1,0,0,0.1,2
2005,"5 to 9 years","Rank of leading causes of death",12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,4,12,6,12,12,4,12,6,12,12,6,12,12,12,12,12,12,0,12,12,6,3,1,12,6,12,12,6,0
2005,"10 to 14 years","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,25,2,0,0,0,27
2005,"10 to 14 years","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0.8,0,0,0,0,3.2,0,1.6,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,24,20,1.6,0,0,0,21.6
2005,"10 to 14 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0.1,0,0,0,0,0.4,0,0.2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.9,2.4,0.2,0,0,0,2.6
2005,"10 to 14 years","Rank of leading causes of death",10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,10,10,10,10,5,10,7,10,10,6,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,4,1,2,7,10,10,10,0
2005,"15 to 24","Number of deaths",0,0,0,0,0,3,2,0,0,0,0,0,4,0,69,3,1,8,1,0,0,0,23,1,3,0,1,4,0,5,0,1,1,0,0,1,0,0,1,0,0,5,0,18,262,131,22,0,0,1,112
2005,"15 to 24","Percentage of deaths",0,0,0,0,0,0.4,0.3,0,0,0,0,0,0.6,0,10.1,0.4,0.1,1.2,0.1,0,0,0,3.4,0.1,0.4,0,0.1,0.6,0,0.7,0,0.1,0.1,0,0,0.1,0,0,0.1,0,0,0.7,0,2.6,38.4,19.2,3.2,0,0,0.1,16.4
2005,"15 to 24","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.2,0,3.2,0.1,0,0.4,0,0,0,0,1.1,0,0.1,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,12.2,6.1,1,0,0,0,5.2
2005,"15 to 24","Rank of leading causes of death",25,25,25,25,25,12,15,25,25,25,25,25,10,25,3,12,16,7,16,25,25,25,4,16,12,25,16,10,25,8,25,16,16,25,25,16,25,25,16,0,25,8,25,6,1,2,5,25,25,16,0
2005,"15 to 19 years","Number of deaths",0,0,0,0,0,3,1,0,0,0,0,0,0,0,27,2,0,3,0,0,0,0,7,0,3,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,9,133,66,11,0,0,1,42
2005,"15 to 19 years","Percentage of deaths",0,0,0,0,0,1,0.3,0,0,0,0,0,0,0,8.6,0.6,0,1,0,0,0,0,2.2,0,1,0,0,0,0,0.3,0,0.3,0.3,0,0,0.3,0,0,0.3,0,0,0.3,0,2.9,42.4,21,3.5,0,0,0.3,13.4
2005,"15 to 19 years","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.3,0.1,0,0,0,0,0,0,0,2.6,0.2,0,0.3,0,0,0,0,0.7,0,0.3,0,0,0,0,0.1,0,0.1,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,0.9,12.7,6.3,1.1,0,0,0.1,4
2005,"15 to 19 years","Rank of leading causes of death",19,19,19,19,19,7,11,19,19,19,19,19,19,19,3,10,19,7,19,19,19,19,6,19,7,19,19,19,19,11,19,11,11,19,19,11,19,19,11,0,19,11,19,5,1,2,4,19,19,11,0
2005,"20 to 24 years","Number of deaths",0,0,0,0,0,0,1,0,0,0,0,0,4,0,42,1,1,5,1,0,0,0,16,1,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,9,129,65,11,0,0,0,70
2005,"20 to 24 years","Percentage of deaths",0,0,0,0,0,0,0.3,0,0,0,0,0,1.1,0,11.4,0.3,0.3,1.4,0.3,0,0,0,4.3,0.3,0,0,0.3,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,2.4,35,17.6,3,0,0,0,19
